Name,Number,Hours,Title,Description,Prerequisites,Concurrent Prerequisites,Semesters
AEL,699,"1,12",Dissertation Research,Twelve semester hours (EdD) or 24 semester hours (PhD) required. Directed dissertation research in the area of educational leadership. Student must maintain continuous enrollment for a minimum of 3 semester hours per semester until the dissertation is completed. Enrollment is subject to program regulations and permission of the student's dissertation committee.,,,FS
AEM,120,4,Aerospace Science For Educators,Students develop meaningful understanding and use of engineering and science knowledge and critical-thinking skills and come to appreciate engineering and science as part of the daily life of a scientifically literate professional.,,,FS
AEM,121,1,Introduction to Aerospace Engineering I,"To survey aerospace history, discuss pertinent topics and introduce basic concepts that promote an understanding of aerospace engineering and the profession.",,MATH 125 or MATH 145,FS
AEM,201,3,Statics,"The study of forces, couples and resultants of force systems; free-body diagrams; two- and three-dimensional equilibrium, and problems involving friction; and centroids, center of gravity, and distributed forces.",[ (MATH 125 or MATH 145) and (PH 105 or PH 125) and (ENGR 103 or ENGR 123) ] or [ (MATH 126 or MATH 146) and (PH 105 or PH 125) ],,FS
AEM,249,2,Algorithm Devl Implementation,"Algorithm development, numerical solution of engineering problems, and structured problem solving in C++.",,MATH 125 or MATH 145,FS
AEM,250,3,Mechanics Of Materials I,"Concepts of stress and strain; analysis of stresses and deformation in bodies loaded by axial, torsional, and bending loads; combined loads analysis; statically indeterminate members; thermal stresses; columns; and thin-walled pressure vessels.",MATH 126 or MATH 146 and AEM 201,,FS
AEM,251,1,Mechanics Of Materials I Lab,"Mechanical tests of metallic and nonmetallic materials in the elastic and inelastic ranges; use of materials testing for acceptance tests, for the determination of properties of materials, and for illustration of the validity of assumptions made in mechanics of materials.",,AEM 250,FS
AEM,264,3,Dynamics,"Kinematics of particles and rigid bodies, Newton's laws of motion, and principles of work-energy and impulse-momentum for particles and rigid bodies.",(MATH 126 or MATH 146) and (AEM 201),,FS
AEM,311,3,Fluid Mechanics,"Fluid statics, application of conservation laws to simple systems, dimensional analysis and similitude, and flow in open and closed conduits.",(MATH 227 or MATH 247) and (AEM 201),,FS
AEM,313,3,Aerodynamics,"Introduction to subsonic aerodynamics, including properties of the atmosphere; aerodynamic characteristics of airfoils, wings, and other components; lift and drag phenomena; and topics of current interest.",AEM 311 and AEM 264,MATH 238,FS
AEM,341,3,Aerospace Structures,"Methods of analyzing stressed skin structures of the types that are typically found in aircraft, missiles and space vehicles. Unsymmetrical bending and bending and twisting of multiple cell structures are also covered.",(AEM 249 or CS 100 or CS 110 or (RRS 101 and RRS 102)) and (AEM 250),,FS
AEM,349,3,Applied Numerical Methods,"Elements of analytical and numerical analysis with engineering applications including, but not limited to, differential equations, linear algebra, root-finding, Gaussian elimination, and Runge-Kutta integration.",MATH 237 and MATH 238 and (AEM 249 or CS 100 or CS 110 or (RRS 101 and RRS 102)),,FS
AEM,351,1,Aerospace Structures Laboratory,"Strain gage mounting and bridge circuits analysis; strain measurement in axial, bending, and torsional members resembling aerospace structures using axial and rosette strain gages; stress measurements in wing structural subcomponents (skin, stiffener, spar, rib, stringer) under bending loads using strain data; design, fabrication, and testing of a stiffened panel.",AEM 251,AEM 341,FS
AEM,360,3,Astronautics,"Survey of topics and basic concepts in astronautics:  orbital mechanics, space environment, attitude determination &amp; control, telecommunications, space structures, rocket propulsion, and spacecraft systems.",MATH 238 and AEM 311,,FS
